Return_ID,Order_ID,Customer_ID,Return_Date,Category,Return_Reason,Refund_Amount,Status
RET00311,ORD002757,CUST0204,2023-05-07,Electronics,Changed mind,76320.55,Rejected
RET00312,ORD005653,CUST0473,2023-07-02,Furniture,Changed mind,9525.46,Approved
RET00313,ORD007727,CUST0448,2023-05-17,Furniture,Wrong item delivered,60090.19,Pending
RET00314,ORD004858,CUST0392,2023-12-23,Electronics,Defective product,35171.63,Approved
RET00315,ORD005100,CUST0037,2023-05-16,Furniture,Changed mind,4617.99,Approved
RET00316,ORD005220,CUST0464,2023-09-01,Clothing,Better price elsewhere,13320.73,Approved
RET00317,ORD005735,CUST0467,2023-11-30,Clothing,Size mismatch,4705.54,Pending
RET00318,ORD004730,CUST0497,2023-07-20,Books,Size mismatch,631.26,Pending
RET00319,ORD005022,CUST0481,2023-11-23,Electronics,Size mismatch,52126.9,Approved
RET00320,ORD007487,CUST0026,2023-07-19,Clothing,Better price elsewhere,5175.21,Approved
RET00321,ORD007777,CUST0065,2023-12-31,Clothing,Late delivery,8844.25,Approved
RET00322,ORD006726,CUST0092,2023-03-31,Groceries,Late delivery,2062.32,Rejected
RET00323,ORD004834,CUST0090,2023-04-10,Books,Product not as described,791.5,Approved
RET00324,ORD010751,CUST0412,2023-12-12,Groceries,Changed mind,246.26,Rejected
RET00325,ORD011689,CUST0317,2023-06-30,Toys,Damaged packaging,9214.35,Rejected
RET00326,ORD005377,CUST0128,2023-10-13,Furniture,Better price elsewhere,34355.24,Pending
RET00327,ORD011664,CUST0240,2023-10-23,Books,Late delivery,309.62,Pending
RET00328,ORD000507,CUST0214,2023-02-14,Electronics,Product not as described,10509.46,Pending
RET00329,ORD010007,CUST0413,2023-03-10,Groceries,Defective product,926.53,Approved
RET00330,ORD002307,CUST0353,2023-12-20,Groceries,Wrong item delivered,2909.52,Approved
RET00331,ORD007377,CUST0032,2023-10-16,Electronics,Better price elsewhere,245168.04,Pending
RET00332,ORD002773,CUST0387,2023-07-21,Electronics,Defective product,108239.39,Approved
RET00333,ORD010778,CUST0038,2023-08-09,Groceries,Better price elsewhere,5611.68,Approved
RET00334,ORD003177,CUST0224,2023-10-28,Clothing,Size mismatch,305.24,Approved
RET00335,ORD009785,CUST0252,2023-09-24,Furniture,Changed mind,3412.02,Rejected
RET00336,ORD009250,CUST0158,2023-03-25,Books,Defective product,1605.93,Approved
RET00337,ORD007828,CUST0108,2024-01-07,Groceries,Defective product,1200.58,Rejected
RET00338,ORD007192,CUST0186,2023-10-14,Clothing,Defective product,1712.02,Approved
RET00339,ORD002006,CUST0284,2023-03-13,Clothing,Damaged packaging,9274.03,Approved
RET00340,ORD000667,CUST0281,2023-04-16,Groceries,Defective product,654.4,Approved
RET00341,ORD003636,CUST0499,2023-04-08,Sports,Damaged packaging,2258.09,Pending
RET00342,ORD011310,CUST0434,2023-10-10,Toys,Better price elsewhere,7880.32,Approved
RET00343,ORD007821,CUST0012,2023-02-03,Electronics,Wrong item delivered,25667.34,Pending
RET00344,ORD011916,CUST0499,2023-12-04,Clothing,Late delivery,9105.33,Rejected
RET00345,ORD002093,CUST0320,2023-12-08,Electronics,Defective product,18448.26,Approved
RET00346,ORD009520,CUST0205,2024-01-10,Books,Wrong item delivered,2337.78,Approved
RET00347,ORD011564,CUST0463,2023-02-19,Furniture,Product not as described,3149.73,Rejected
RET00348,ORD000662,CUST0237,2024-01-21,Groceries,Better price elsewhere,1941.78,Approved
RET00349,ORD008834,CUST0003,2023-09-20,Books,Late delivery,1538.9,Rejected
RET00350,ORD004357,CUST0196,2023-09-27,Clothing,Defective product,2868.56,Pending
RET00351,ORD010733,CUST0398,2023-09-04,Toys,Late delivery,3344.42,Approved
RET00352,ORD007577,CUST0020,2023-04-27,Groceries,Wrong item delivered,1011.66,Rejected
RET00353,ORD007012,CUST0083,2023-11-23,Clothing,Product not as described,2635.19,Approved
RET00354,ORD001076,CUST0069,2023-10-11,Clothing,Late delivery,18279.77,Rejected
RET00355,ORD002744,CUST0111,2023-08-04,Sports,Wrong item delivered,18665.71,Approved
RET00356,ORD000066,CUST0269,2023-04-16,Electronics,Late delivery,112585.65,Approved
RET00357,ORD010823,CUST0128,2023-09-26,Clothing,Product not as described,14724.06,Pending
RET00358,ORD007189,CUST0478,2023-05-15,Clothing,Wrong item delivered,4229.59,Pending
RET00359,ORD008712,CUST0273,2023-03-25,Toys,Defective product,11121.62,Rejected
RET00360,ORD008253,CUST0323,2023-10-27,Toys,Late delivery,1687.53,Approved
RET00361,ORD008384,CUST0171,2023-04-17,Books,Better price elsewhere,2293.79,Approved
RET00362,ORD003064,CUST0010,2023-11-27,Sports,Product not as described,9531.59,Approved
RET00363,ORD009165,CUST0351,2023-03-11,Electronics,Product not as described,154989.21,Approved
RET00364,ORD000036,CUST0131,2023-12-16,Furniture,Late delivery,91260.03,Rejected
RET00365,ORD007354,CUST0094,2023-05-20,Clothing,Late delivery,5434.05,Approved
RET00366,ORD004774,CUST0363,2023-11-10,Furniture,Better price elsewhere,2871.75,Approved
RET00367,ORD003471,CUST0269,2023-11-12,Sports,Size mismatch,2730.76,Pending
RET00368,ORD009894,CUST0289,2023-01-24,Clothing,Late delivery,3682.37,Approved
RET00369,ORD008530,CUST0345,2023-07-01,Furniture,Defective product,64070.2,Approved
RET00370,ORD001074,CUST0225,2023-09-25,Furniture,Better price elsewhere,61885.21,Pending
RET00371,ORD003638,CUST0115,2023-05-26,Electronics,Wrong item delivered,23081.37,Approved
RET00372,ORD002014,CUST0422,2023-11-23,Clothing,Better price elsewhere,800.66,Approved
RET00373,ORD003074,CUST0337,2023-05-11,Toys,Late delivery,787.03,Approved
RET00374,ORD000830,CUST0057,2023-08-08,Electronics,Wrong item delivered,15835.09,Rejected
RET00375,ORD011498,CUST0093,2023-02-24,Clothing,Changed mind,4604.79,Approved
RET00376,ORD004335,CUST0473,2023-12-25,Books,Wrong item delivered,513.08,Pending
RET00377,ORD006595,CUST0439,2023-09-28,Groceries,Late delivery,2176.78,Pending
RET00378,ORD007341,CUST0473,2023-11-12,Sports,Late delivery,15799.36,Approved
RET00379,ORD002909,CUST0459,2023-12-15,Books,Size mismatch,838.73,Approved
RET00380,ORD002252,CUST0363,2024-01-20,Groceries,Late delivery,1921.45,Approved
RET00381,ORD004756,CUST0307,2023-07-02,Sports,Defective product,9545.8,Approved
RET00382,ORD005126,CUST0480,2023-02-26,Clothing,Late delivery,9748.73,Pending
RET00383,ORD006355,CUST0245,2023-06-14,Books,Product not as described,2734.44,Rejected
RET00384,ORD006233,CUST0438,2023-04-19,Electronics,Defective product,64133.85,Approved
RET00385,ORD011886,CUST0411,2023-04-20,Groceries,Size mismatch,3432.19,Approved
RET00386,ORD001482,CUST0019,2023-10-11,Books,Size mismatch,2049.9,Approved
RET00387,ORD011519,CUST0466,2023-04-11,Sports,Changed mind,9837.83,Rejected
RET00388,ORD010187,CUST0184,2023-02-17,Electronics,Late delivery,249201.25,Approved
RET00389,ORD007488,CUST0331,2023-12-09,Groceries,Size mismatch,2859.09,Approved
RET00390,ORD000575,CUST0175,2023-11-20,Toys,Changed mind,737.08,Approved
RET00391,ORD005439,CUST0291,2023-02-04,Sports,Better price elsewhere,1974.94,Pending
RET00392,ORD008994,CUST0455,2023-11-23,Electronics,Better price elsewhere,6379.27,Approved
RET00393,ORD010225,CUST0144,2023-02-13,Toys,Size mismatch,3793.99,Approved
RET00394,ORD010028,CUST0356,2023-04-21,Electronics,Product not as described,15242.44,Pending
RET00395,ORD010922,CUST0438,2023-10-19,Groceries,Late delivery,1496.23,Pending
RET00396,ORD004686,CUST0130,2023-09-07,Electronics,Defective product,34354.68,Rejected
RET00397,ORD004864,CUST0168,2023-05-15,Sports,Late delivery,6765.24,Approved
RET00398,ORD008980,CUST0190,2023-04-03,Clothing,Better price elsewhere,925.32,Approved
RET00399,ORD011660,CUST0343,2023-09-01,Toys,Damaged packaging,696.66,Rejected
RET00400,ORD003291,CUST0492,2023-08-23,Groceries,Product not as described,2265.45,Approved
RET00401,ORD009257,CUST0439,2023-01-26,Clothing,Size mismatch,3110.43,Pending
RET00402,ORD002393,CUST0455,2023-06-09,Groceries,Changed mind,1404.83,Rejected
RET00403,ORD006209,CUST0020,2023-06-18,Sports,Better price elsewhere,19502.82,Pending
RET00404,ORD006375,CUST0364,2023-11-26,Groceries,Late delivery,1220.69,Pending
RET00405,ORD006486,CUST0285,2023-03-04,Sports,Defective product,2594.22,Rejected
RET00406,ORD000292,CUST0325,2023-04-29,Sports,Product not as described,22604.06,Rejected
RET00407,ORD007910,CUST0002,2023-10-28,Furniture,Product not as described,83033.74,Pending
RET00408,ORD011262,CUST0016,2023-03-02,Toys,Damaged packaging,11109.32,Pending
RET00409,ORD005228,CUST0079,2023-06-05,Clothing,Size mismatch,9295.42,Pending
RET00410,ORD008083,CUST0223,2023-05-28,Electronics,Product not as described,43433.5,Approved
RET00411,ORD001317,CUST0385,2023-05-09,Clothing,Size mismatch,3637.47,Approved
RET00412,ORD002942,CUST0389,2023-12-20,Books,Product not as described,2545.43,Approved
RET00413,ORD007765,CUST0198,2023-08-05,Sports,Better price elsewhere,21206.9,Pending
RET00414,ORD011364,CUST0014,2023-09-21,Toys,Defective product,7133.39,Pending
RET00415,ORD007766,CUST0030,2023-12-01,Toys,Product not as described,2546.81,Approved
RET00416,ORD007336,CUST0275,2023-08-24,Groceries,Damaged packaging,3999.47,Rejected
RET00417,ORD008148,CUST0126,2023-11-13,Clothing,Size mismatch,2706.42,Pending
RET00418,ORD006834,CUST0255,2023-08-17,Clothing,Changed mind,7170.69,Rejected
RET00419,ORD011546,CUST0228,2023-06-17,Groceries,Size mismatch,1085.2,Approved
RET00420,ORD001079,CUST0292,2023-03-23,Clothing,Damaged packaging,9785.66,Pending
RET00421,ORD011011,CUST0065,2023-02-26,Groceries,Late delivery,1062.63,Approved
RET00422,ORD005077,CUST0035,2023-06-07,Groceries,Changed mind,1243.52,Rejected
RET00423,ORD002678,CUST0381,2023-05-04,Furniture,Defective product,11892.22,Pending
RET00424,ORD001192,CUST0051,2023-02-10,Electronics,Better price elsewhere,197586.13,Approved
RET00425,ORD011403,CUST0372,2023-08-15,Groceries,Wrong item delivered,222.49,Pending
RET00426,ORD005391,CUST0185,2023-08-13,Furniture,Late delivery,19456.62,Approved
RET00427,ORD005376,CUST0402,2023-12-16,Clothing,Defective product,3188.74,Pending
RET00428,ORD002376,CUST0077,2023-05-10,Groceries,Size mismatch,981.62,Pending
RET00429,ORD002797,CUST0003,2023-02-12,Books,Late delivery,1170.81,Approved
RET00430,ORD009341,CUST0141,2023-03-15,Clothing,Late delivery,4163.66,Rejected
RET00431,ORD008656,CUST0227,2024-01-25,Electronics,Damaged packaging,96059.86,Pending
RET00432,ORD007761,CUST0224,2023-07-11,Groceries,Changed mind,122.71,Approved
RET00433,ORD005970,CUST0157,2023-03-30,Clothing,Size mismatch,618.71,Approved
RET00434,ORD000101,CUST0085,2023-02-26,Electronics,Changed mind,119230.32,Rejected
RET00435,ORD008893,CUST0129,2023-09-06,Clothing,Damaged packaging,6635.38,Pending
RET00436,ORD001128,CUST0125,2023-03-10,Electronics,Wrong item delivered,24295.22,Rejected
RET00437,ORD004693,CUST0386,2023-06-14,Groceries,Product not as described,1691.75,Rejected
RET00438,ORD010851,CUST0204,2024-01-21,Sports,Product not as described,14486.33,Approved
RET00439,ORD004530,CUST0484,2023-05-03,Books,Size mismatch,568.92,Pending
RET00440,ORD009974,CUST0279,2023-04-30,Groceries,Wrong item delivered,6393.14,Approved
RET00441,ORD005064,CUST0309,2023-08-12,Clothing,Defective product,12721.37,Rejected
RET00442,ORD011979,CUST0236,2023-02-16,Toys,Defective product,4454.0,Approved
RET00443,ORD010501,CUST0184,2023-05-31,Clothing,Changed mind,1234.87,Pending
RET00444,ORD001314,CUST0128,2023-02-18,Groceries,Better price elsewhere,2023.88,Pending
RET00445,ORD003262,CUST0300,2023-07-09,Furniture,Wrong item delivered,35813.07,Pending
RET00446,ORD008257,CUST0381,2023-03-25,Furniture,Better price elsewhere,65956.82,Rejected
RET00447,ORD009688,CUST0348,2023-09-12,Toys,Changed mind,6035.29,Approved
RET00448,ORD002455,CUST0064,2023-06-16,Books,Wrong item delivered,3566.72,Rejected
RET00449,ORD007135,CUST0388,2023-10-28,Groceries,Size mismatch,2086.46,Rejected
RET00450,ORD005947,CUST0258,2023-07-02,Electronics,Damaged packaging,84026.15,Rejected
RET00451,ORD006039,CUST0076,2023-02-15,Groceries,Product not as described,187.9,Rejected
RET00452,ORD006222,CUST0125,2023-09-29,Furniture,Defective product,13938.69,Pending
RET00453,ORD008500,CUST0123,2023-05-27,Groceries,Better price elsewhere,1804.99,Rejected
RET00454,ORD005709,CUST0134,2023-01-24,Groceries,Changed mind,331.69,Rejected
RET00455,ORD002786,CUST0101,2023-06-28,Toys,Late delivery,4935.49,Approved
RET00456,ORD002345,CUST0356,2023-09-15,Clothing,Better price elsewhere,964.6,Approved
RET00457,ORD001084,CUST0332,2023-02-06,Groceries,Defective product,635.24,Approved
RET00458,ORD003579,CUST0190,2023-07-31,Electronics,Late delivery,103127.05,Pending
RET00459,ORD008960,CUST0465,2023-06-18,Groceries,Size mismatch,877.22,Approved
RET00460,ORD004397,CUST0210,2023-08-23,Groceries,Changed mind,292.38,Pending
RET00461,ORD005579,CUST0020,2023-08-03,Sports,Wrong item delivered,4183.81,Approved
RET00462,ORD006083,CUST0073,2023-05-13,Toys,Defective product,7190.75,Rejected
RET00463,ORD010020,CUST0294,2023-12-15,Electronics,Late delivery,53374.97,Pending
RET00464,ORD009935,CUST0146,2023-08-16,Clothing,Product not as described,7502.71,Approved
RET00465,ORD008752,CUST0145,2023-12-25,Groceries,Defective product,947.24,Approved
RET00466,ORD002435,CUST0484,2023-07-26,Books,Product not as described,479.64,Approved
RET00467,ORD010462,CUST0322,2023-10-10,Toys,Better price elsewhere,750.56,Rejected
RET00468,ORD006558,CUST0149,2023-06-20,Electronics,Damaged packaging,234836.64,Pending
RET00469,ORD007174,CUST0482,2023-07-15,Clothing,Wrong item delivered,7310.01,Approved
RET00470,ORD003629,CUST0470,2024-01-04,Clothing,Wrong item delivered,11762.73,Approved
RET00471,ORD003079,CUST0097,2023-02-04,Groceries,Wrong item delivered,3063.44,Pending
RET00472,ORD011052,CUST0282,2023-02-19,Toys,Better price elsewhere,10270.72,Approved
RET00473,ORD011045,CUST0405,2023-09-02,Books,Defective product,2483.22,Pending
RET00474,ORD008130,CUST0418,2023-06-04,Groceries,Damaged packaging,551.53,Approved
RET00475,ORD000282,CUST0235,2023-02-08,Books,Late delivery,608.81,Approved
RET00476,ORD010604,CUST0221,2023-04-24,Clothing,Defective product,9506.01,Rejected
RET00477,ORD001333,CUST0482,2023-07-01,Sports,Better price elsewhere,10698.25,Approved
RET00478,ORD007936,CUST0280,2024-01-05,Sports,Damaged packaging,25173.95,Approved
RET00479,ORD003668,CUST0454,2023-10-27,Electronics,Defective product,84138.16,Approved
RET00480,ORD011343,CUST0331,2023-03-31,Groceries,Damaged packaging,596.67,Rejected
